,TREE_NUMBER,DESCRIPTOR
13781,C11.270.162,"Corneal Dystrophies, Hereditary"
13782,C11.270.162.218,"Corneal Dystrophy, Juvenile Epithelial of Meesmann"
13783,C11.270.162.438,Fuchs' Endothelial Dystrophy
13784,C11.270.235,Duane Retraction Syndrome
13785,C11.270.240,Graves Ophthalmopathy
13786,C11.270.468,Gyrate Atrophy
13787,C11.270.516,Leber Congenital Amaurosis
13788,C11.270.564,"Optic Atrophies, Hereditary"
13789,C11.270.564.100,"Optic Atrophy, Autosomal Dominant"
13790,C11.270.564.400,"Optic Atrophy, Hereditary, Leber"
13791,C11.270.564.980,Wolfram Syndrome
13792,C11.270.612,Retinal Degeneration
13793,C11.270.660,Retinal Dysplasia
13794,C11.270.684,Retinitis Pigmentosa
13795,C11.270.684.249,Alstrom Syndrome
13796,C11.270.684.624,Bardet-Biedl Syndrome
13797,C11.270.862,Retinoblastoma
13798,C11.270.881,Walker-Warburg Syndrome
13799,C11.270.921,Weill-Marchesani Syndrome
13800,C11.290,Eye Hemorrhage
13801,C11.290.195,Choroid Hemorrhage
13802,C11.290.484,Hyphema
13803,C11.290.807,Retinal Hemorrhage
13804,C11.290.960,Vitreous Hemorrhage
13805,C11.294,Eye Infections
13806,C11.294.177,Corneal Ulcer
13807,C11.294.265,Endophthalmitis
13808,C11.294.265.500,"Uveitis, Suppurative"
13809,C11.294.354,"Eye Infections, Bacterial"
13810,C11.294.354.220,"Conjunctivitis, Bacterial"
13811,C11.294.354.220.250,"Conjunctivitis, Inclusion"
13812,C11.294.354.220.625,Ophthalmia Neonatorum
13813,C11.294.354.220.800,Trachoma
13814,C11.294.354.400,Hordeolum
13815,C11.294.354.450,"Keratoconjunctivitis, Infectious"
13816,C11.294.354.800,"Tuberculosis, Ocular"
13817,C11.294.354.900,"Uveitis, Suppurative"
13818,C11.294.354.900.675,Panophthalmitis
13819,C11.294.450,"Eye Infections, Fungal"
13820,C11.294.450.900,"Uveitis, Suppurative"
13821,C11.294.450.900.675,Panophthalmitis
13822,C11.294.725,"Eye Infections, Parasitic"
13823,C11.294.725.125,Acanthamoeba Keratitis
13824,C11.294.725.562,"Onchocerciasis, Ocular"
13825,C11.294.725.781,"Toxoplasmosis, Ocular"
13826,C11.294.800,"Eye Infections, Viral"
13827,C11.294.800.250,"Conjunctivitis, Viral"
13828,C11.294.800.250.250,"Conjunctivitis, Acute Hemorrhagic"
13829,C11.294.800.270,Cytomegalovirus Retinitis
13830,C11.294.800.450,Herpes Zoster Ophthalmicus
13831,C11.294.800.475,"Keratitis, Herpetic"
13832,C11.294.800.475.450,"Keratitis, Dendritic"
13833,C11.297,Eye Injuries
13834,C11.297.249,"Anterior Capsular Rupture, Ocular"
13835,C11.297.374,Corneal Injuries
13836,C11.297.374.500,Corneal Perforation
13837,C11.297.500,"Posterior Capsular Rupture, Ocular"
13838,C11.300,Eye Manifestations
13839,C11.300.500,Eye Pain
13840,C11.319,Eye Neoplasms
13841,C11.319.217,Conjunctival Neoplasms
13842,C11.319.421,Eyelid Neoplasms
13843,C11.319.457,Orbital Neoplasms
13844,C11.319.466,"Paraneoplastic Syndromes, Ocular"
13845,C11.319.475,Retinal Neoplasms
13846,C11.319.475.760,Retinoblastoma
13847,C11.319.494,Uveal Neoplasms
13848,C11.319.494.198,Choroid Neoplasms
13849,C11.319.494.400,Iris Neoplasms
13850,C11.338,Eyelid Diseases
13851,C11.338.133,Blepharitis
13852,C11.338.190,Blepharophimosis
13853,C11.338.204,Blepharoptosis
13854,C11.338.250,Blepharospasm
13855,C11.338.300,Chalazion
13856,C11.338.362,Ectropion
13857,C11.338.443,Entropion
13858,C11.338.526,Eyelid Neoplasms
13859,C11.338.648,Hordeolum
13860,C11.338.912,Trichiasis
13861,C11.496,Lacrimal Apparatus Diseases
13862,C11.496.221,Dacryocystitis
13863,C11.496.221.500,Canaliculitis
13864,C11.496.260,Dry Eye Syndromes
13865,C11.496.260.394,Keratoconjunctivitis Sicca
13866,C11.496.260.719,Sjogren's Syndrome
13867,C11.496.260.892,Xerophthalmia
13868,C11.496.456,Lacrimal Duct Obstruction
13869,C11.510,Lens Diseases
13870,C11.510.103,Aphakia
13871,C11.510.103.110,"Aphakia, Postcataract"
13872,C11.510.174,Artificial Lens Implant Migration
13873,C11.510.245,Cataract
13874,C11.510.245.500,Capsule Opacification
13875,C11.510.598,Lens Subluxation
13876,C11.510.598.373,Ectopia Lentis
13877,C11.525,Ocular Hypertension
13878,C11.525.381,Glaucoma
13879,C11.525.381.056,"Glaucoma, Angle-Closure"
13880,C11.525.381.348,"Glaucoma, Neovascular"
13881,C11.525.381.407,"Glaucoma, Open-Angle"
13882,C11.525.381.407.480,Hydrophthalmos
13883,C11.525.381.703,Low Tension Glaucoma
13884,C11.540,Ocular Hypotension
13885,C11.590,Ocular Motility Disorders
13886,C11.590.224,Duane Retraction Syndrome
13887,C11.590.312,Miller Fisher Syndrome
13888,C11.590.400,"Nystagmus, Pathologic"
13889,C11.590.400.300,"Nystagmus, Congenital"
13890,C11.590.436,Oculomotor Nerve Diseases
13891,C11.590.436.200,Adie Syndrome
13892,C11.590.436.600,Oculomotor Nerve Injuries
13893,C11.590.472,Ophthalmoplegia
13894,C11.590.472.250,"Ophthalmoplegia, Chronic Progressive External"
13895,C11.590.472.250.500,Kearns-Sayre Syndrome
13896,C11.590.472.375,Ophthalmoplegic Migraine
13897,C11.590.472.500,"Supranuclear Palsy, Progressive"
13898,C11.590.725,Opsoclonus-Myoclonus Syndrome
13899,C11.590.810,Strabismus
13900,C11.590.810.400,Esotropia
13901,C11.590.810.440,Exotropia
13902,C11.590.905,Tolosa-Hunt Syndrome
13903,C11.640,Optic Nerve Diseases
13904,C11.640.225,Low Tension Glaucoma
13905,C11.640.451,Optic Atrophy
13906,C11.640.451.451,"Optic Atrophies, Hereditary"
13907,C11.640.451.451.100,"Optic Atrophy, Autosomal Dominant"
13908,C11.640.451.451.400,"Optic Atrophy, Hereditary, Leber"
13909,C11.640.451.451.980,Wolfram Syndrome
13910,C11.640.513,Optic Disk Drusen
13911,C11.640.530,Optic Nerve Injuries
13912,C11.640.544,Optic Nerve Neoplasms
13913,C11.640.544.500,Optic Nerve Glioma
13914,C11.640.576,Optic Neuritis
13915,C11.640.576.695,Neuromyelitis Optica
13916,C11.640.643,"Optic Neuropathy, Ischemic"
13917,C11.640.710,Papilledema
13918,C11.675,Orbital Diseases
13919,C11.675.319,Enophthalmos
13920,C11.675.349,Exophthalmos
13921,C11.675.349.500,Graves Disease
13922,C11.675.349.500.500,Graves Ophthalmopathy
13923,C11.675.387,Orbital Cellulitis
13924,C11.675.426,Orbital Myositis
13925,C11.675.659,Orbital Neoplasms
13926,C11.675.679,Orbital Pseudotumor
13927,C11.675.689,Pott Puffy Tumor
13928,C11.675.700,Retrobulbar Hemorrhage
13929,C11.710,Pupil Disorders
13930,C11.710.090,Anisocoria
13931,C11.710.528,Miosis
13932,C11.710.528.500,Horner Syndrome
13933,C11.710.570,Mydriasis
13934,C11.710.800,Tonic Pupil
13935,C11.710.800.180,Adie Syndrome
13938,C11.744,Refractive Errors
13939,C11.744.116,Aniseikonia
13940,C11.744.126,Anisometropia
13941,C11.744.212,Astigmatism
13942,C11.744.345,Corneal Wavefront Aberration
13943,C11.744.479,Hyperopia
13944,C11.744.636,Myopia
13945,C11.744.636.500,"Myopia, Degenerative"
13946,C11.744.786,Presbyopia
13947,C11.768,Retinal Diseases
13948,C11.768.094,Angioid Streaks
13949,C11.768.175,Central Serous Chorioretinopathy
13950,C11.768.216,Cone Dystrophy
13951,C11.768.257,Diabetic Retinopathy
13952,C11.768.328,Epiretinal Membrane
13953,C11.768.346,Hypertensive Retinopathy
13954,C11.768.364,Leber Congenital Amaurosis
13955,C11.768.400,Retinal Artery Occlusion
13956,C11.768.400.500,Susac Syndrome
13957,C11.768.585,Retinal Degeneration
13958,C11.768.585.439,Macular Degeneration
13959,C11.768.585.439.122,Geographic Atrophy
13960,C11.768.585.439.245,Macular Edema
13961,C11.768.585.439.433,Vitelliform Macular Dystrophy
13962,C11.768.585.439.622,Wet Macular Degeneration
13963,C11.768.585.585,Retinal Drusen
13964,C11.768.585.658,Retinal Dystrophies
13965,C11.768.585.658.250,Cone-Rod Dystrophies
13966,C11.768.585.658.500,Retinitis Pigmentosa
13967,C11.768.585.658.500.627,Kearns-Sayre Syndrome
13968,C11.768.585.658.500.813,Usher Syndromes
13969,C11.768.585.865,Retinoschisis
13970,C11.768.648,Retinal Detachment
13971,C11.768.660,Retinal Dysplasia
13972,C11.768.710,Retinal Hemorrhage
13973,C11.768.717,Retinal Neoplasms
13974,C11.768.717.760,Retinoblastoma
13975,C11.768.725,Retinal Neovascularization
13976,C11.768.740,Retinal Perforations
13977,C11.768.748,Retinal Telangiectasis
13978,C11.768.757,Retinal Vasculitis
13979,C11.768.760,Retinal Vein Occlusion
13980,C11.768.773,Retinitis
13981,C11.768.773.348,Chorioretinitis
13982,C11.768.773.360,Cytomegalovirus Retinitis
13983,C11.768.773.674,"Retinal Necrosis Syndrome, Acute"
13984,C11.768.836,Retinopathy of Prematurity
13985,C11.768.890,"Vitreoretinopathy, Proliferative"
13986,C11.790,Scleral Diseases
13987,C11.790.500,Scleritis
13988,C11.941,Uveal Diseases
13989,C11.941.160,Choroid Diseases
13990,C11.941.160.177,Choroid Hemorrhage
13991,C11.941.160.238,Choroid Neoplasms
13992,C11.941.160.244,Choroidal Neovascularization
13993,C11.941.160.300,Choroideremia
13994,C11.941.160.478,Choroiditis
13995,C11.941.160.478.400,Chorioretinitis
13996,C11.941.160.478.700,Pars Planitis
13997,C11.941.160.578,Gyrate Atrophy
13998,C11.941.375,Iris Diseases
13999,C11.941.375.060,Aniridia
14000,C11.941.375.060.950,WAGR Syndrome
14001,C11.941.375.285,Exfoliation Syndrome
14002,C11.941.375.322,Iridocorneal Endothelial Syndrome
14003,C11.941.375.360,Iridocyclitis
14004,C11.941.375.375,Iris Neoplasms
14005,C11.941.375.385,Iritis
14006,C11.941.855,Uveal Neoplasms
14007,C11.941.855.198,Choroid Neoplasms
14008,C11.941.855.400,Iris Neoplasms
14009,C11.941.879,Uveitis
14010,C11.941.879.780,Panuveitis
14011,C11.941.879.780.500,"Ophthalmia, Sympathetic"
14012,C11.941.879.780.880,"Uveitis, Anterior"
14013,C11.941.879.780.880.200,Behcet Syndrome
14014,C11.941.879.780.880.400,Iridocyclitis
14015,C11.941.879.780.880.448,Iritis
14016,C11.941.879.780.900,"Uveitis, Posterior"
14017,C11.941.879.780.900.300,Choroiditis
14018,C11.941.879.780.900.300.318,Chorioretinitis
14019,C11.941.879.780.900.300.659,Pars Planitis
14020,C11.941.879.900,"Uveitis, Intermediate"
14021,C11.941.879.900.500,Pars Planitis
14022,C11.941.879.960,"Uveitis, Suppurative"
14023,C11.941.879.960.580,Panophthalmitis
14024,C11.941.879.980,Uveomeningoencephalitic Syndrome
14025,C11.966,Vision Disorders
14026,C11.966.073,Amblyopia
14027,C11.966.075,Blindness
14028,C11.966.075.125,Amaurosis Fugax
14029,C11.966.075.250,"Blindness, Cortical"
14030,C11.966.075.375,Deaf-Blind Disorders
14031,C11.966.075.375.500,Usher Syndromes
14032,C11.966.075.375.750,Wolfram Syndrome
14033,C11.966.075.500,Hemianopsia
14034,C11.966.256,Color Vision Defects
14035,C11.966.339,Diplopia
14036,C11.966.671,Night Blindness
14037,C11.966.741,Photophobia
14038,C11.966.811,Scotoma
14039,C11.966.858,Susac Syndrome
14040,C11.966.905,"Vision, Low"
14041,C11.980,Vitreous Detachment
14042,C12,Male Urogenital Diseases
14043,C12.294,"Genital Diseases, Male"
14044,C12.294.199,Epididymitis
14045,C12.294.229,Fournier Gangrene
14046,C12.294.260,"Genital Neoplasms, Male"
14047,C12.294.260.500,Penile Neoplasms
14048,C12.294.260.750,Prostatic Neoplasms
14049,C12.294.260.750.500,"Prostatic Neoplasms, Castration-Resistant"
14050,C12.294.260.937,Testicular Neoplasms
14051,C12.294.260.937.500,Sertoli-Leydig Cell Tumor
14052,C12.294.260.937.500.249,Leydig Cell Tumor
14053,C12.294.260.937.500.500,Sertoli Cell Tumor
14054,C12.294.287,Hematocele
14055,C12.294.293,Hemospermia
14056,C12.294.329,Herpes Genitalis
14057,C12.294.365,Infertility
14058,C12.294.365.700,"Infertility, Male"
14059,C12.294.365.700.126,Aspermia
14060,C12.294.365.700.253,Asthenozoospermia
14061,C12.294.365.700.380,Azoospermia
14062,C12.294.365.700.508,Oligospermia
14063,C12.294.365.700.754,Sertoli Cell-Only Syndrome
14064,C12.294.365.700.877,Teratozoospermia
14065,C12.294.494,Penile Diseases
14066,C12.294.494.136,Balanitis
14067,C12.294.494.136.500,Balanitis Xerotica Obliterans
14068,C12.294.494.400,Hypospadias
14069,C12.294.494.508,Penile Induration
14070,C12.294.494.591,Penile Neoplasms
14071,C12.294.494.684,Phimosis
14072,C12.294.494.684.587,Paraphimosis
14073,C12.294.494.786,Priapism
14074,C12.294.565,Prostatic Diseases
14075,C12.294.565.500,Prostatic Hyperplasia
14076,C12.294.565.625,Prostatic Neoplasms
14077,C12.294.565.625.500,"Prostatic Neoplasms, Castration-Resistant"
14078,C12.294.565.750,Prostatitis
14079,C12.294.604,Reproductive Tract Infections
14080,C12.294.644,"Sexual Dysfunction, Physiological"
14081,C12.294.644.242,Dyspareunia
14082,C12.294.644.486,Erectile Dysfunction
14083,C12.294.644.486.500,"Impotence, Vasculogenic"
14084,C12.294.644.743,Premature Ejaculation
14085,C12.294.668,Sexually Transmitted Diseases
14086,C12.294.668.281,"Sexually Transmitted Diseases, Bacterial"
14087,C12.294.668.281.201,Chancroid
14088,C12.294.668.281.301,Chlamydia Infections
14089,C12.294.668.281.301.490,Lymphogranuloma Venereum
14090,C12.294.668.281.401,Gonorrhea
14091,C12.294.668.281.451,Granuloma Inguinale
14092,C12.294.668.281.859,Syphilis
14093,C12.294.693,Spermatic Cord Torsion
14094,C12.294.731,Spermatocele
14095,C12.294.829,Testicular Diseases
14096,C12.294.829.258,Cryptorchidism
14097,C12.294.829.493,Orchitis
14098,C12.294.882,Testicular Hydrocele
14099,C12.294.909,"Tuberculosis, Male Genital"
14100,C12.294.936,Varicocele
14101,C12.483,Pelvic Floor Disorders
14102,C12.672,"Tuberculosis, Urogenital"
14103,C12.672.721,"Tuberculosis, Male Genital"
14104,C12.672.847,"Tuberculosis, Renal"
14105,C12.706,Urogenital Abnormalities
14106,C12.706.132,Bladder Exstrophy
14107,C12.706.258,Cryptorchidism
14108,C12.706.316,Disorders of Sex Development
14109,C12.706.316.064,"46, XX Disorders of Sex Development"
14110,C12.706.316.064.124,"46, XX Testicular Disorders of Sex Development"
14111,C12.706.316.064.249,"Gonadal Dysgenesis, 46, XX"
14112,C12.706.316.064.500,Hyperandrogenism
14113,C12.706.316.090,Adrenogenital Syndrome
14114,C12.706.316.090.500,"Adrenal Hyperplasia, Congenital"
14115,C12.706.316.090.750,Hyperandrogenism
14116,C12.706.316.096,"Disorder of Sex Development, 46,XY"
14117,C12.706.316.096.500,Androgen-Insensitivity Syndrome
14118,C12.706.316.096.562,Denys-Drash Syndrome
14119,C12.706.316.096.624,Frasier Syndrome
14120,C12.706.316.096.687,"Gonadal Dysgenesis, 46,XY"
14121,C12.706.316.096.687.500,Gonadoblastoma
14122,C12.706.316.096.750,Kallmann Syndrome
14123,C12.706.316.096.875,WAGR Syndrome
14124,C12.706.316.309,Gonadal Dysgenesis
14125,C12.706.316.309.193,"Gonadal Dysgenesis, 46, XX"
14126,C12.706.316.309.388,"Gonadal Dysgenesis, 46,XY"
14127,C12.706.316.309.388.500,Gonadoblastoma
14128,C12.706.316.309.391,"Gonadal Dysgenesis, Mixed"
14129,C12.706.316.309.631,Sexual Infantilism
14130,C12.706.316.309.872,Turner Syndrome
14131,C12.706.316.343,Ovotesticular Disorders of Sex Development
14132,C12.706.316.795,Sex Chromosome Disorders of Sex Development
14133,C12.706.316.795.124,Freemartinism
14134,C12.706.316.795.249,"Gonadal Dysgenesis, Mixed"
14135,C12.706.316.795.500,Klinefelter Syndrome
14136,C12.706.316.795.750,Turner Syndrome
14137,C12.706.374,Epispadias
14138,C12.706.410,Fraser Syndrome
14139,C12.706.445,Fused Kidney
14140,C12.706.516,Hypospadias
14141,C12.706.629,Multicystic Dysplastic Kidney
14142,C12.706.742,"Nephritis, Hereditary"
14143,C12.706.811,Retrocaval Ureter
14144,C12.706.846,Solitary Kidney
14145,C12.706.881,Urinary Fistula
14146,C12.706.881.312,Urinary Bladder Fistula
14147,C12.758,Urogenital Neoplasms
14148,C12.758.409,"Genital Neoplasms, Male"
14149,C12.758.409.500,Penile Neoplasms
14150,C12.758.409.750,Prostatic Neoplasms
14151,C12.758.409.750.500,"Prostatic Neoplasms, Castration-Resistant"
14152,C12.758.409.937,Testicular Neoplasms
14153,C12.758.409.937.500,Sertoli-Leydig Cell Tumor
14154,C12.758.409.937.500.249,Leydig Cell Tumor
14155,C12.758.409.937.500.500,Sertoli Cell Tumor
14156,C12.758.820,Urologic Neoplasms
14157,C12.758.820.750,Kidney Neoplasms
14158,C12.758.820.750.160,"Carcinoma, Renal Cell"
14159,C12.758.820.750.372,"Nephroma, Mesoblastic"
14160,C12.758.820.750.585,Wilms Tumor
14161,C12.758.820.750.585.220,Denys-Drash Syndrome
14162,C12.758.820.750.585.950,WAGR Syndrome
14163,C12.758.820.875,Ureteral Neoplasms
14164,C12.758.820.937,Urethral Neoplasms
14165,C12.758.820.968,Urinary Bladder Neoplasms
14166,C12.777,Urologic Diseases
14167,C12.777.419,Kidney Diseases
14168,C12.777.419.050,AIDS-Associated Nephropathy
14169,C12.777.419.078,Anuria
14170,C12.777.419.080,Chronic Kidney Disease-Mineral and Bone Disorder
14171,C12.777.419.135,Diabetes Insipidus
14172,C12.777.419.135.500,"Diabetes Insipidus, Nephrogenic"
14173,C12.777.419.135.750,"Diabetes Insipidus, Neurogenic"
14174,C12.777.419.135.875,Wolfram Syndrome
14175,C12.777.419.192,Diabetic Nephropathies
14176,C12.777.419.291,Hepatorenal Syndrome
14177,C12.777.419.307,Hydronephrosis
14178,C12.777.419.307.500,Pyonephrosis
14179,C12.777.419.313,Hyperoxaluria
14180,C12.777.419.313.500,"Hyperoxaluria, Primary"
14181,C12.777.419.331,"Hypertension, Renal"
14182,C12.777.419.331.490,"Hypertension, Renovascular"
14183,C12.777.419.393,Kidney Cortex Necrosis
14184,C12.777.419.403,"Kidney Diseases, Cystic"
14185,C12.777.419.403.500,Medullary Sponge Kidney
14186,C12.777.419.403.750,Multicystic Dysplastic Kidney
14187,C12.777.419.403.875,Polycystic Kidney Diseases
14188,C12.777.419.403.875.500,"Polycystic Kidney, Autosomal Dominant"
14189,C12.777.419.403.875.510,"Polycystic Kidney, Autosomal Recessive"
14190,C12.777.419.473,Kidney Neoplasms
14191,C12.777.419.473.160,"Carcinoma, Renal Cell"
14192,C12.777.419.473.372,"Nephroma, Mesoblastic"
14193,C12.777.419.473.585,Wilms Tumor
14194,C12.777.419.473.585.220,Denys-Drash Syndrome
14195,C12.777.419.473.585.950,WAGR Syndrome
14196,C12.777.419.493,Kidney Papillary Necrosis
14197,C12.777.419.570,Nephritis
14198,C12.777.419.570.363,Glomerulonephritis
14199,C12.777.419.570.363.304,Anti-Glomerular Basement Membrane Disease
14200,C12.777.419.570.363.608,"Glomerulonephritis, IGA"
14201,C12.777.419.570.363.615,"Glomerulonephritis, Membranoproliferative"
14202,C12.777.419.570.363.625,"Glomerulonephritis, Membranous"
14203,C12.777.419.570.363.660,"Glomerulosclerosis, Focal Segmental"
14204,C12.777.419.570.363.680,Lupus Nephritis
14205,C12.777.419.570.620,"Nephritis, Hereditary"
14206,C12.777.419.570.643,"Nephritis, Interstitial"
14207,C12.777.419.570.643.150,Balkan Nephropathy
14208,C12.777.419.570.643.790,Pyelonephritis
14209,C12.777.419.570.643.790.810,"Pyelonephritis, Xanthogranulomatous"
14210,C12.777.419.570.821,Pyelitis
14211,C12.777.419.570.821.358,Pyelocystitis
14212,C12.777.419.570.821.717,Pyelonephritis
14213,C12.777.419.570.821.717.810,"Pyelonephritis, Xanthogranulomatous"
14214,C12.777.419.590,Nephrocalcinosis
14215,C12.777.419.600,Nephrolithiasis
14216,C12.777.419.600.500,Kidney Calculi
14217,C12.777.419.600.500.500,Staghorn Calculi
14218,C12.777.419.610,Nephrosclerosis
14219,C12.777.419.630,Nephrosis
14220,C12.777.419.630.477,"Nephrosis, Lipoid"
14221,C12.777.419.630.643,Nephrotic Syndrome
14222,C12.777.419.685,Perinephritis
14223,C12.777.419.775,Renal Artery Obstruction
14224,C12.777.419.780,Renal Insufficiency
14225,C12.777.419.780.050,Acute Kidney Injury
14226,C12.777.419.780.050.500,"Kidney Tubular Necrosis, Acute"
14227,C12.777.419.780.400,Cardio-Renal Syndrome
14228,C12.777.419.780.750,"Renal Insufficiency, Chronic"
14229,C12.777.419.780.750.500,"Kidney Failure, Chronic"
14230,C12.777.419.780.750.500.500,Frasier Syndrome
14231,C12.777.419.787,Renal Nutcracker Syndrome
