ncRNA Symbol,ncRNA Category,Species,Disease Name,Sample,Dysfunction Pattern,Validated Method,Description,Clinical Application,Causality,Causal Description,PubMed ID
LINC02544,LncRNA,Homo sapiens,Breast Neoplasms,Luminal-B breast cancer tissue,Expression[highly expressed],RNA-seq,"A total of 1178 DEmRNAs (666 up-regulated and 512 down-regulated DEmRNAs) and 273 DElncRNAs (181 up-regulated and 92 down-regulated DElncRNAs) were obtained. The top 10 up- and down-regulated DEmRNAs and DElncRNAs were exhibited in Table 2 and Table 3, respectively.",,No,,31795964
LINC02541-201,LncRNA,Homo sapiens,Pterygium,six patients with primary pterygium,Expression [lower expressed],qRT-PCR//IHC//RNA-seq,"In total, 579 mRNAs, 275 lncRNAs, and 21 circRNAs were differentially expressed (DE) in pterygium compared with paired conjunctival tissues. ",,No,,33790949
LINC02487,LncRNA,Homo sapiens,Squamous Cell Carcinoma of Head and Neck,OSCC tissues,Expression[lower expressed],qRT-PCR//Microarray,"To explore the role of lncRNAs in OSCC, we performed a genome-wide analysis of lncRNA and mRNA expression in OSCC and normal tissues. The results of the microarray assays showed that 2,294 differentially expressed lncRNAs (accounting for 2.9% of all detectable lncRNAs) and 1,938 differentially expressed mRNAs (accounting for 10.3% of all detectable mRNAs) were identified. Furthermore, 933 lncRNAs and 891 mRNAs were upregulated and 1,361 lncRNAs and 1,047 mRNAs were downregulated. The most upregulated lncRNA and mRNA were MANSC4-8:1 (FC=201.36) and MMP7 (FC=2167.59), respectively. The most downregulated lncRNA and mRNA were NR_117092 (FC=418.62) and IL36A (FC=257.61), respectively. The top 20 dysregulated lncRNAs and mRNAs are summarized in Tables III and ​andIV,IV, respectively.",,No,,30431131
LINC02471-201,LncRNA,Homo sapiens,Adenocarcinoma of Lung,Lung adenocarcinoma tissues,Expression[lower expressed],qRT-PCR//Microarray,"Notably, 12 lncRNAs had levels increased by >5 times and 121 lncRNAs had levels decreased by >5 times in tumor tissues than in adjacent tissues (Tables 3 and ?and44).",,No,,30233202
LINC02446,LncRNA,Homo sapiens,COVID-19,126 blood samples ,Expression(highly expressed),Bioinformatics Analysis,"Upon further investigation on an individually selected lncRNA level, some lncRNA genes were significantly enriched in the COVID-19/ICU, while some were enriched in the COVID-19/non-ICU group (Figures 5c and 5d). Selected lncRNAs are presented as violin plots depicting upregulation of LINC02207, AC020636.1, AC243967.2, LINC01127, AC00727.1 and AC092746.1 in the COVID-19/ICU group, whereas those enriched in the COVID-19/non-ICU group include LINC02084, LINC02446, LINC00861, AC015911.3, LINC01871 and ANKRD44-AS1 with ANOVA p values of <0.0001.",,No,,33898797
LINC02432,LncRNA,Homo sapiens,pancreatic adenocarcinoma,macrophage ,Interaction(LINC02432/Hsa-miR-98-5p/HK2),Bioinformatics Analysis,"In conclusion, our study suggested that LINC02432/hsa-miR-98-5p/HK2 axis may serve as a novel diagnostic, prognostic, and therapeutic target in PAAD treatment.",,No,,35795552
LINC02428,LncRNA,Homo sapiens,"Carcinoma, Ovarian Epithelial",35 cases of EOC patients (malignant group) and 20 cases of benign ovarian tumor patients (benign group) ,Expression(lower expressed),qRT-PCR,"Compared with the benign and normal groups, the expression of FER1L6-AS2, LINC00470 and LINC01811 in malignant group increased by 1.66 and 1.84-fold, 2.05 and 2.46-fold, 2.94 and 2.35-fold, respectively; the expressions of CXXC4-AS1, LINC02343 and LINC02428 were down-regulated to 29% and 34%, 40% and 46%, 42% and 42%, respectively. ",,No,,35385957
LINC02402-201,LncRNA,Homo sapiens,Diabetes Mellitus,peripheral blood mononuclear cells,Expression[highly expressed],qRT-PCR,"Compared to control subjects, expression levels of lncRNAs in PBMCs from type 2 diabetes patients showed significantly (p < 0.05) increased levels of HOTAIR, MEG3, LET, MALAT1, MIAT, CDKN2BAS1/ANRIL, XIST, PANDA, GAS5, Linc-p21, ENST00000550337.1, PLUTO, and NBR2. In contrast, lncRNA expression patterns of THRIL and SALRNA1 were significantly (p < 0.05) decreased in patients with T2DM compared to control subjects.",,No,,30139387
LINC02402-201,LncRNA,Homo sapiens,Polycystic Ovary Syndrome,PCOS patients,Expression(highly expressed),qRT-PCR," We observed that the expression of lncRNA ENST00000550337.1 in PCOS patients was significantly higher than that in the control subjects and positively correlated with PCOS occurrence, waist circumference, waist-hip ratio, IR, fasting insulin levels, and blood glucose. Patients with elevated lncRNA ENST00000550337.1 expression had significantly increased PCOS risk after adjusting for age and BMI.",The expression of lnc RNA ENST00000550337.1 was positively correlated with PCOS (p = 0.003). ,No,,33601399
LINC02381,LncRNA,Homo sapiens,Breast Neoplasms, breast cancer samples ,Expression [lower expressed],Bioinformatics Analysis,"Expression levels of lnc-MICAL3-2, lnc-DDX31, LINC01063, LINC02381, ENST0000615051 and lnc-TRIM43B-1 were significantly decreased in breast cancer samples compared with paired control tissues (Posterior mean difference= -2.774, -2.012, -2.012, -2.015, -0.884 and -2.872; P values= 0.019, 0.0001, 0.0001, 0.0001, 0.032 and 0.0001, respectively).",,No,,34175685
LINC02381,LncRNA,Homo sapiens,Esophageal Squamous Cell Carcinoma,cancer tissues,Expression [lower expressed],qRT-PCR//RNA-seq,We identified 1260 up-regulated/1445 down-regulated mRNAs and 402 up-regulated/741 down-regulated lncRNAs. Further functional analysis revealed differentially expressed genes (DEGs) of mRNA and lncRNA are related to different pathways. mRNA pathways are mainly involved in cell cycles while lncRNA pathways are for regulation and metabolic procession. Differentially expressed mRNAs/lncRNAs were validated with qPCR.,,No,,29604464
LINC02343,LncRNA,Homo sapiens,"Carcinoma, Ovarian Epithelial",35 cases of EOC patients (malignant group) and 20 cases of benign ovarian tumor patients (benign group) ,Expression(lower expressed),qRT-PCR,"Compared with the benign and normal groups, the expression of FER1L6-AS2, LINC00470 and LINC01811 in malignant group increased by 1.66 and 1.84-fold, 2.05 and 2.46-fold, 2.94 and 2.35-fold, respectively; the expressions of CXXC4-AS1, LINC02343 and LINC02428 were down-regulated to 29% and 34%, 40% and 46%, 42% and 42%, respectively. ",,No,,35385957
LINC02303-201,LncRNA,Homo sapiens,acral lentiginous melanoma,tumor and six adjacent non-tumor tissues, Expression[highly expressed],qRT-PCR//Microarray,"The top 5 upregulated lncRNAs were T380070, ENST00000554431, T097678, GSE61474_TCONS_00183926 and NR_015400.", ,No,,31966073
LINC02301-205,LncRNA,Homo sapiens,Pterygium,six patients with primary pterygium,Expression [highly expressed],qRT-PCR//IHC//RNA-seq,"In total, 579 mRNAs, 275 lncRNAs, and 21 circRNAs were differentially expressed (DE) in pterygium compared with paired conjunctival tissues. ",,No,,33790949
LINC02908-201,LncRNA,Homo sapiens,"Carcinoma, Hepatocellular",blood,Expression[highly expressed],qRT-PCR//Microarray,"After a multi-stage validation, we finally revealed three lncRNAs, ENSG00000248932.1, ENST00000440688.1 and ENST00000457302.2, increased in HCC comparing with the both chronic hepatitis (CH) patients and cancer-free controls.",,No,,31811749
LINC02994-201,LncRNA,Homo sapiens,Esophageal Squamous Cell Carcinoma,ESCC tissues,Expression[highly expressed],qRT-PCR,"Microarray analysis identified 1850 lncRNAs with significant differential expression in ESCC. Of 22 lncRNAs selected for quantitative reverse transcription PCR verification, four were significantly upregulated and one was significantly downregulated in ESCC cancer compared to para-cancer tissues. ENST00000508406.1 was significantly associated with T, N, and tumor node metastasis stages, and NR_037652.1 was significantly associated with N stage. Moreover, 49 lncRNA-messenger RNA pairs were significantly associated with the two dysregulated lncRNAs and possibly involved in the regulation of local invasion and lymphatic metastasis of ESCC.","ENST00000508406.1 was significantly associated with T, N, and tumor node metastasis stages, and NR_037652.1 was significantly associated with N stage. ",No,,30390388
LMNB1,LncRNA,Homo sapiens,Esophageal Squamous Cell Carcinoma,cancer tissues,Expression [highly expressed],qRT-PCR//RNA-seq,We identified 1260 up-regulated/1445 down-regulated mRNAs and 402 up-regulated/741 down-regulated lncRNAs. Further functional analysis revealed differentially expressed genes (DEGs) of mRNA and lncRNA are related to different pathways. mRNA pathways are mainly involved in cell cycles while lncRNA pathways are for regulation and metabolic procession. Differentially expressed mRNAs/lncRNAs were validated with qPCR.,,No,,29604464
LINC03033,LncRNA,Homo sapiens,Depression,depression patients' blood samples,Expression [highly expressed],Microarray," As a result, a total of 340 circRNAs, 398 lncRNAs, 206 miRNAs, and 92 mRNAs were differentially expressed between the depression and control groups. ",,No,,34650925
LMLN,LncRNA,Homo sapiens,Esophageal Squamous Cell Carcinoma,cancer tissues,Expression [highly expressed],qRT-PCR//RNA-seq,We identified 1260 up-regulated/1445 down-regulated mRNAs and 402 up-regulated/741 down-regulated lncRNAs. Further functional analysis revealed differentially expressed genes (DEGs) of mRNA and lncRNA are related to different pathways. mRNA pathways are mainly involved in cell cycles while lncRNA pathways are for regulation and metabolic procession. Differentially expressed mRNAs/lncRNAs were validated with qPCR.,,No,,29604464
LMF1-AS1,LncRNA,Homo sapiens,Depression,depression patients' blood samples,Expression [highly expressed],Microarray," As a result, a total of 340 circRNAs, 398 lncRNAs, 206 miRNAs, and 92 mRNAs were differentially expressed between the depression and control groups. ",,No,,34650925
LINREP,LncRNA,Homo sapiens,Glioblastoma,GBM tissues,Regulation(PTBP1/HuR complex),In Vivo Experiment//Western Blot//Co-IP//RNA-seq//Microarray," In present study, we provided evidences for the role of a long intergenic noncoding RNA (LINREP) implicated in the regulation of PTBP1-induced AS. LINREP interacted with PTBP1 and human antigen R (HuR, ELAVL1) protein complex and protected PTBP1 from the ubiquitin-proteasome degradation. Consequently, a broad spectrum of PTBP1-induced spliced variants was generated by exon skipping, especially for the skipping of reticulon 4 (RTN4) exon 3. Interestingly, LINREP also promoted the dissociation of nuclear UPF1 from PTBP1, which increased the binding of PTBP1 to RTN4 transcripts, thus enhancing the skipping of RTN4 exon 3 to some extent. Besides, HuR recruitment was essential for the stabilization of LINREP via a manner dependent on N6-methyladenosine (m6A) formation and identification. Taken together, our results demonstrated the functional significance of LINREP in human GBM for its dual regulation of PTBP1-induced AS and its m6A modification modality, implicating that HuR/LINREP/PTBP1 axis might serve as a potential therapeutic target for GBM.",,No,,35871232
LINLK-A,LncRNA,Homo sapiens,Stroke,all stroke groups ,Expression(lower expressed),ELISA,Remarkable upregulation of lncRNA HIF1A-AS2 and HIF1-α along with a downregulation of lncRNA LINK-A was noticed in all stroke groups relative to controls. ,,No,,34091825
LINC-ROR,LncRNA,Homo sapiens,Stomach Neoplasms, GC tissues and cells,Expression[highly expressed],qRT-PCR//MTT//Transwell Assay,"The levels of ROR, HMGA2 were significantly upregulated, and miR-519d-3p was apparently downregulated in GC tissues and cells. ",,No,,32614615
LINC-ROR,LncRNA,Homo sapiens,Stomach Neoplasms,Gastric Cancer samples,Interaction(SALL4 ),qRT-PCR,"Significant LINC-ROR underexpression and SALL4 overexpression were observed in 55.81% and 75.58% (p < 0.0001) of samples, respectively. The expression of LINC-ROR and SALL4 were significantly correlated with each other (p = 0.044). ","here was an association between the underexpression of LINC-ROR and sex, stage of tumor progression, tumor type, and location of tumor (p < 0.05), and Helicobacter pylori infection with SALL4 expression (p = 0.036). ",No,,33745265
LINC-ROR,LncRNA,Homo sapiens,Stomach Neoplasms, gastric cancer samples,Expression(lower expressed),RNA-seq,"Expression levels of LINC-ROR, HOXA-AS2 and MEG3 lncRNAs have been lower in gastric cancer samples compared with nearby non-cancerous samples (Expression ratios = 0.26, 0.37 and 0.36; P values = 0.021, 0.015 and 0.032, respectively). "," Expressions of LINC-ROR and HOXA-AS2 were not associated with any clinical or pathological parameter. ROC curve analysis revealed that HOXA-AS2 and LINC-ROR could significantly differentiate between gastric cancer samples and nearby non-cancerous tissues (AUC values = 0.68 and 0.64; P values = 0.01 and 0.04, respectively). ",No,,36299522
LINC-ROR,LncRNA,Homo sapiens,"Carcinoma, Renal Cell",RCC tissues  ,Expression[highly expressed],qRT-PCR,"Expression levels of LINC-ROR and stemness-related factors: SOX2, NANOG, and POU5F1 were detected in 60 formalin-fixed, paraffin-embedded tissues, and their paired adjacent non-cancer tissues (n = 60) by using real-time qRT-PCR analysis.  The genes studied were markedly up-regulated in RCC (medians and interquartile ranges were 30.3 (1.84-235.5), 10.2 (1.84-53.9), 5.39 (0.94-23.5), and 12.5 (1.61-43.2) for LINC-ROR, SOX2, NANOG, and POU5F1, respectively) relative to paired non-cancer tissue."," High expression levels were associated with poor prognosis in terms of tumour undifferentiation (for LINC-ROR, SOX2, and NANOG), lymph node infiltration (for SOX2), postoperative recurrence (for LINC-ROR and SOX2), and shorter overall survival (OS) and progression-free survival (for all genes studied). The best curve for OS prediction was constructed with LINC-ROR data (area under the receiver operating characteristic curve (AUC) = 0.804 at a cut-off value of 72.7, sensitivity 78.9%, and specificity 80.5%).",No,,34336029
LINC-ROR,LncRNA,Homo sapiens,Ovarian Neoplasms,plasma ,Expression[highly expressed],qRT-PCR, The expression of lncRNA ROR in the plasma of ovarian cancer patients was significantly higher than that in healthy controls.,"Further study showed that the expression of lncRNA ROR was closely related to FIGO stage, tumor grade, and lymph node metastasis. Pearson's correlation assay indicated that lncRNA ROR positively correlated with CA125 in ovarian cancer patients. ",No,,32658434
